ID,名称,品类,SPU,折扣价,售价,状态,库存,加购数,采购价,访问数,7天销量,30天销量,转化率
16857,"Women's African Print Lace Up Shirt",女装/女装-女上装-衬衫（Blouses）,273536,$29.99,$29.99,已上架,600000,0,0.00,3,0,0,0.00
16853,"Women's stitching printed long-sleeved long split Top",女装/女装-女上装-T恤(T-Shirts),273533,$22.99,$22.99,已上架,499999,1,0.00,3,1,1,1.00
16851,"Men's Colorblock Print Short Sleeve T-Shirt",男装/男装-男上装-T恤（T-Shirt）,273432,$18.86,$18.86,已上架,600000,1,0.00,1,0,0,0.00
16852,"Women's African Print Lapel Blazer",女装/女装-女上装-西装（BusinessSuit）,248914,$43.99,$43.99,已上架,600000,0,0.00,0,0,0,0.00
16850,"Men's Colorblock Print Short Sleeve T-Shirt",男装/男装-男上装-T恤（T-Shirt）,273435,$18.86,$18.86,已上架,599999,6,0.00,15,1,1,0.17
16849,"Men's Colorblock Printed Long Sleeve Shirt",男装/男装-男上装-T恤（T-Shirt）,273437,$22.86,$22.86,已上架,599998,2,0.00,5,2,2,0.50
16845,"Long - sleeved square - collared fashion slim sport casual jumpsuit",女装/女装-女下装-连体裤（Rompers）,273507,$21.99,$21.99,已上架,900000,0,0.00,0,0,0,0.00
16847,"Halter top vest high-waisted five-minute pants casual suit","女装/女装-裤子套装（Pant Suits）",273504,$17.25,$17.25,已上架,600000,0,0.00,0,0,0,0.00
16848,短袖一字领时尚街拍休闲连体裤,女装/女装-女下装-连体裤（Rompers）,273512,$17.25,$17.25,已下架,300000,0,0.00,1,0,0,0.00
16846,"Fashionable printed casual suit","女装/女装-裤子套装（Pant Suits）",273503,$17.25,$17.25,已上架,900000,0,0.00,0,0,0,0.00
16843,"Plain tank top shorts casual sports suit","女装/女装-裤子套装（Pant Suits）",273505,$20.99,$20.99,已上架,600000,0,0.00,0,0,0,0.00
16844,"Fashion street shot casual sport vest five - minute pantsuit","女装/女装-裤子套装（Pant Suits）",273506,$17.99,$17.99,已上架,900000,0,0.00,1,0,0,0.00
16842,"Condole belt stripe fashion street snap leisure home jumpsuit",女装/女装-女下装-连体裤（Rompers）,273511,$16.99,$16.99,已上架,600000,0,0.00,0,0,0,0.00
16837,"Stylish round neck jumpsuit",女装/女装-女下装-连体裤（Rompers）,273509,$21.25,$21.25,已上架,600000,0,0.00,0,0,0,0.00
16839,"Cross strap sexy back slim jumpsuit",女装/女装-女下装-连体裤（Rompers）,273508,$14.99,$14.99,已上架,600000,0,0.00,0,0,0,0.00
16838,"Short sleeved plain color casual suit","女装/女装-裤子套装（Pant Suits）",273502,$21.25,$21.25,已上架,300000,0,0.00,0,0,0,0.00
16840,"Sport tight solid color jumpsuit",女装/女装-女下装-连体裤（Rompers）,273513,$20.99,$20.99,已下架,600000,0,0.00,0,0,0,0.00
16841,"Halter print casual jumpsuit",女装/女装-女下装-连体裤（Rompers）,273510,$15.99,$15.99,已上架,900000,0,0.00,0,0,0,0.00
16836,"Pleated open-back skinny square collar T-shirt",女装/女装-女上装-T恤(T-Shirts),273499,$17.99,$17.99,已上架,900000,0,0.00,0,0,0,0.00
16835,"Sling slim casual suit","女装/女装-裙子套装（Skirt Suits）",273497,$16.99,$16.99,已上架,900000,0,0.00,0,0,0,0.00
16833,"Full Sexy Elegant conventional conventional no Polyester Micro-elasticity Dress",女装/女装-裙子-连衣裙（Dresses）,273487,$17.99,$17.99,已上架,1600000,0,0.00,0,0,0,0.00
16826,"V-neck fashion street shot sexy backless slim dress",女装/女装-裙子-连衣裙（Dresses）,273492,$17.99,$17.99,已上架,600000,0,0.00,0,0,0,0.00
16834,"Net print T-shirt high waist hip skirt casual suit","女装/女装-裙子套装（Skirt Suits）",273498,$18.25,$18.25,已上架,900000,0,0.00,3,0,0,0.00
16828,"Full Sexy Elegant conventional conventional no Polyester Micro-elasticity Dress",女装/女装-裙子-连衣裙（Dresses）,273489,$20.99,$20.99,已上架,2000000,0,0.00,1,0,0,0.00
16829,"Sexy fashion long sleeve V-neck ruffled dress",女装/女装-裙子-连衣裙（Dresses）,273494,$30.25,$30.25,已上架,800000,0,0.00,1,0,0,0.00
16827,"Crop top with long sleeves",女装/女装-女上装-T恤(T-Shirts),273496,$18.99,$18.99,已上架,1500000,0,0.00,1,0,0,0.00
16830,"Full Sexy Elegant conventional conventional no Polyester Micro-elasticity Dress",女装/女装-裙子-连衣裙（Dresses）,273488,$21.25,$21.25,已下架,1200000,0,0.00,0,0,0,0.00
16832,"Sleeveless collared collared collared collared fashion slim T-shirt",女装/女装-女上装-T恤(T-Shirts),273501,$28.99,$28.99,已上架,100000,0,0.00,0,0,0,0.00
16831,"Full Retro Sport street conventional Splice no Polyester Micro-elasticity Dress",女装/女装-裙子-连衣裙（Dresses）,273491,$17.25,$17.25,已上架,300000,0,0.00,0,0,0,0.00
16825,"Street-color slim mini dress",女装/女装-裙子-连衣裙（Dresses）,273493,$18.99,$18.99,已上架,600000,0,0.00,0,0,0,0.00
16822,"V-neck cardigan lace long sleeve T-shirt",女装/女装-女上装-T恤(T-Shirts),273495,$16.25,$16.25,已上架,300000,0,0.00,0,0,0,0.00
16823,"Fashion contrast color long sleeve cuff hollowed-out sexy T-shirt",女装/女装-女上装-T恤(T-Shirts),273500,$17.99,$17.99,已上架,1200000,0,0.00,0,0,0,0.00
16824,"Long-sleeved fashion print slim dress",女装/女装-裙子-连衣裙（Dresses）,273490,$21.99,$21.99,已上架,299999,1,0.00,2,1,1,0.50
16816,"Men's Casual Printed Top",男装/男装-男上装-T恤（T-Shirt）,273485,$22.99,$22.99,已上架,600000,2,0.00,8,0,0,0.00
16820,"Men's Print Short Sleeve T-Shirt",男装/男装-男上装-T恤（T-Shirt）,273483,$19.86,$19.86,已上架,1200000,1,0.00,9,0,0,0.00
16818,"Men's Printed Long Sleeve Shirt",男装/男装-男上装-衬衫（Blouses）,273482,$28.86,$28.86,已上架,1200000,5,0.00,13,0,0,0.00
16821,"Men's Colorblock Print Short Sleeve T-Shirt",男装/男装-男上装-T恤（T-Shirt）,273484,$19.86,$19.86,已上架,3000000,10,0.00,30,0,0,0.00
16817,"Men's Colorblock Print Shorts",男装/男装-男下装-短裤（Shorts）,273481,$24.99,$24.99,已上架,600000,1,0.00,5,0,0,0.00
16819,"Men's Colorblock Print Hoodie",男装/男装-男上装-卫衣（Sweatshirt）,273486,$31.86,$31.86,已上架,800000,4,0.00,18,0,0,0.00
16815,"Vintage African Print Shirt",男装/男装-男上装-衬衫（Blouses）,273473,$26.99,$26.99,已上架,599999,5,0.00,17,1,1,0.08
16810,"Men's casual round neck contrast striped T-shirt",男装/男装-男上装-T恤（T-Shirt）,273479,$18.00,$18.00,已下架,700000,0,0.00,0,0,0,0.00
16811,"Men's Casual Printed Top",男装/男装-男上装-T恤（T-Shirt）,273477,$24.99,$24.99,已上架,600000,0,0.00,0,0,0,0.00
16812,"Men's Colorblock Print Short Sleeve T-Shirt",男装/男装-男上装-T恤（T-Shirt）,273478,$18.86,$18.86,已上架,599999,1,0.00,5,1,1,0.25
16809,"Men's African Print Blazer",男装/男装-男上装-西装（BusinessSuit）,273480,$68.99,$68.99,已上架,600000,1,0.00,10,0,0,0.00
16814,"Men's Printed Long Sleeve Shirt",男装/男装-男上装-T恤（T-Shirt）,273476,$22.86,$22.86,已上架,1800000,1,0.00,6,0,0,0.00
16813,"Single-breasted Shirt With Vintage African Print",男装/男装-男上装-衬衫（Blouses）,273474,$26.99,$26.99,已上架,600000,8,0.00,31,0,0,0.00
16808,"Men's Printed Long Sleeve Shirt",男装/男装-男上装-T恤（T-Shirt）,273475,$22.86,$22.86,已上架,600000,1,0.00,8,0,0,0.00
16802,"African Print Bomber Jacket",男装/男装-男上装-夹克（Jacket）,273464,$55.99,$55.99,已上架,600000,2,0.00,9,0,0,0.00
16805,"Men's Casual Printed Jacket",男装/男装-男上装-夹克（Jacket）,273463,$35.99,$35.99,已上架,600000,0,0.00,3,0,0,0.00
16803,"Men's Casual Printed Shirt",男装/男装-男上装-衬衫（Blouses）,273469,$22.99,$22.99,已上架,600000,1,0.00,6,0,0,0.00
16807,"Men's Retro Print Zipper Jacket",男装/男装-男上装-夹克（Jacket）,273459,$36.99,$36.99,已上架,600000,2,0.00,16,0,0,0.00
16804,"Men's Printed Long Sleeve Henry Collar Shirt",男装/男装-男上装-衬衫（Blouses）,273467,$28.86,$28.86,已上架,600000,0,0.00,1,0,0,0.00
16800,"Men's Vintage Print Zipper Jacket",男装/男装-男上装-夹克（Jacket）,273460,$36.99,$36.99,已上架,600000,1,0.00,9,0,0,0.00
16806,"Men's Printed Long Sleeve Henry Collar Shirt",男装/男装-男上装-衬衫（Blouses）,273468,$28.86,$28.86,已上架,599999,12,0.00,59,1,1,0.02
16801,"Men's Vintage Striped Print Jacket",男装/男装-男上装-夹克（Jacket）,273461,$36.99,$36.99,已上架,599999,1,0.00,6,1,1,0.20
16798,"Men's Vintage African Print Single Breasted Shirt",男装/男装-男上装-衬衫（Blouses）,273472,$24.99,$24.99,已上架,600000,0,0.00,4,0,0,0.00
16799,"Men's Printed Long Sleeve Shirt",男装/男装-男上装-衬衫（Blouses）,273466,$26.86,$26.86,已上架,1800000,1,0.00,6,0,0,0.00
16795,"Men's Casual Printed Jacket",男装/男装-男上装-夹克（Jacket）,273462,$35.99,$35.99,已上架,600000,1,0.00,8,0,0,0.00
16797,"Men's Vintage African Print Jacket",男装/男装-男上装-夹克（Jacket）,273458,$34.99,$34.99,已上架,599996,12,0.00,66,4,4,0.07
16794,"Men's Casual Printed Shirt",男装/男装-男上装-衬衫（Blouses）,273470,$22.99,$22.99,已上架,600000,1,0.00,8,0,0,0.00
16796,"Men's Vintage African Print Shirt",男装/男装-男上装-衬衫（Blouses）,273471,$24.99,$24.99,已上架,600000,0,0.00,3,0,0,0.00
16793,"African Print Polo Shirt",男装/男装-男上装-Polo衫,273465,$28.99,$28.99,已上架,600000,0,0.00,4,0,0,0.00
16789,"Men's Colorblock Printed Long Sleeve Shirt",男装/男装-男上装-T恤（T-Shirt）,273441,$22.86,$22.86,已上架,600000,0,0.00,23,0,0,0.00
16790,"Men's Colorblock Printed Long Sleeve Shirt",男装/男装-男上装-T恤（T-Shirt）,273440,$22.86,$22.86,已上架,600000,0,0.00,4,0,0,0.00
16792,"Men's Colorblock Print Hoodie",男装/男装-男上装-卫衣（Sweatshirt）,273442,$29.99,$29.99,已上架,800000,1,0.00,5,0,0,0.00
16791,"Men's Colorblock Printed Long Sleeve Shirt",男装/男装-男上装-T恤（T-Shirt）,273439,$22.86,$22.86,已上架,600000,2,0.00,2,0,0,0.00
16782,"Men's Colorblock Print Short Sleeve T-Shirt",男装/男装-男上装-T恤（T-Shirt）,273436,$18.86,$18.86,已上架,600000,1,0.00,4,0,0,0.00
16783,"Men's Colorblock Print Short Sleeve T-Shirt",男装/男装-男上装-T恤（T-Shirt）,273433,$18.86,$18.86,已上架,600000,6,0.00,29,0,0,0.00
16788,"Men's Colorblock Printed Long Sleeve Shirt",男装/男装-男上装-T恤（T-Shirt）,273438,$22.86,$22.86,已上架,600000,0,0.00,3,0,0,0.00
16786,"Men's Colorblock Print Shorts",男装/男装-男下装-短裤（Shorts）,273427,$25.99,$25.99,已上架,600000,0,0.00,2,0,0,0.00
16785,"Ethnic print retro loose one-shoulder dress",女装/女装-裙子-连衣裙（Dresses）,273425,$32.99,$32.99,已上架,599999,3,0.00,8,1,1,0.13
16787,"Men's Colorblock Print Shorts",男装/男装-男下装-短裤（Shorts）,273426,$25.99,$25.99,已上架,600000,1,0.00,1,0,0,0.00
16781,"Men's Colorblock Print Short Sleeve T-Shirt",男装/男装-男上装-T恤（T-Shirt）,273429,$18.86,$18.86,已上架,599999,9,0.00,18,1,1,0.07
16776,"Men's Colorblock Print Short Sleeve T-Shirt",男装/男装-男上装-T恤（T-Shirt）,273430,$18.86,$18.86,已上架,599998,12,0.00,22,2,2,0.11
16777,"Men's Colorblock Print Short Sleeve T-Shirt",男装/男装-男上装-T恤（T-Shirt）,273431,$18.86,$18.86,已上架,599999,2,0.00,10,1,1,0.11
16778,"Ethnic print retro slim short sleeve dress",女装/女装-裙子-连衣裙（Dresses）,273424,$34.99,$34.99,已上架,600000,1,0.00,2,0,0,0.00
16779,"Men's Colorblock Print Short Sleeve T-Shirt",男装/男装-男上装-T恤（T-Shirt）,273428,$18.86,$18.86,已上架,600000,5,0.00,24,0,0,0.00
16780,"Men&#39;s colorblock print short sleeve T-shirt",男装/男装-男上装-T恤（T-Shirt）,273434,$21.86,$21.86,已上架,600000,0,0.00,0,0,0,0.00
16775,"Women's stitching printed long-sleeved long split top",女装/女装-女上装-T恤(T-Shirts),273423,$22.99,$22.99,已上架,600000,2,0.00,8,0,0,0.00
16769,"Ethnic print long irregular hem round neck short sleeve blouses",女装/女装-女上装-衬衫（Blouses）,273421,$31.89,$31.89,已上架,599999,1,0.00,7,1,1,0.17
16772,"Ethnic print retro loose puff sleeve off-shoulder dress",女装/女装-裙子-连衣裙（Dresses）,273417,$33.98,$33.98,已上架,600000,0,0.00,5,0,0,0.00
16770,"Ethnic print long slit round neck short sleeve blouses",女装/女装-女上装-衬衫（Blouses）,273420,$31.89,$31.89,已上架,600000,0,0.00,3,0,0,0.00
16771,"National printed long round neck short sleeve blouses",女装/女装-女上装-衬衫（Blouses）,273418,$31.89,$31.89,已上架,600000,1,0.00,7,0,0,0.00
16773,"Ethnic print long irregular sleeveless blouse",女装/女装-女上装-衬衫（Blouses）,273419,$31.89,$31.89,已上架,600000,2,0.00,16,0,0,0.00
16774,"Ethnic print long irregularly slit open back sleeveless shirt",女装/女装-女上装-衬衫（Blouses）,273422,$31.89,$31.89,已上架,600000,0,0.00,7,0,0,0.00
16768,"Pure color gauze A-line dress",女装/女装-裙子-连衣裙（Dresses）,273089,$38.50,$38.50,已上架,700000,3,0.00,8,0,0,0.00
16767,"African print high-rise casual wide-leg pants",女装/女装-女下装-阔腿裤（WideLegPant）,273085,$23.99,$23.99,已上架,500000,0,0.00,3,0,0,0.00
16766,"Fashion casual leopard print shirt",女装/女装-女上装-衬衫（Blouses）,273090,$34.99,$34.99,已上架,600000,0,0.00,2,0,0,0.00
16762,"Women's African Print Long Sleeve Shirt",女装/女装-女上装-衬衫（Blouses）,273083,$23.99,$23.99,已上架,600000,0,0.00,5,0,0,0.00
16763,"Casual geometric long-sleeved printed top",女装/女装-女上装-衬衫（Blouses）,273084,$29.99,$29.99,已上架,400000,2,0.00,14,0,0,0.00
16765,"Ethnic retro exaggerated leather rope semicircle necklace",服饰/服饰-项链吊坠(Necklaces),273074,$11.98,$11.98,已上架,200000,0,0.00,2,0,0,0.00
16764,"Women's African Print Off Shoulder Shirt",女装/女装-女上装-衬衫（Blouses）,273080,$27.99,$27.99,已上架,600000,0,0.00,2,0,0,0.00
16761,"Women's African Print Irregular Hem Shirt",女装/女装-女上装-衬衫（Blouses）,273081,$31.99,$31.99,已上架,600000,1,0.00,4,0,0,0.00
16759,"Metallic pattern short exaggerated metal necklace",服饰/服饰-项链吊坠(Necklaces),273076,$7.89,$7.89,已上架,199999,1,0.00,2,1,1,0.50
16760,"Retro exaggerated tassel necklace earrings set",服饰/服饰-项链吊坠(Necklaces),273077,$5.99,$5.99,已上架,400000,0,0.00,0,0,0,0.00
16757,"Personalized Carving Clavicle Clavicle Chain Earring Set",服饰/服饰-项链吊坠(Necklaces),273078,$6.89,$6.89,已上架,200000,1,0.00,2,0,0,0.00
16755,"Women's elegant printed off-shoulder shirt",女装/女装-女上装-衬衫（Blouses）,273079,$27.99,$27.99,已上架,600000,1,0.00,14,0,0,0.00
16756,"Vintage ethnic alloy wolf tooth pendant necklace",服饰/服饰-项链吊坠(Necklaces),273075,$11.98,$11.98,已上架,200000,1,0.00,2,0,0,0.00
16758,"Women's African Print Irregular Hem Shirt",女装/女装-女上装-衬衫（Blouses）,273082,$31.99,$31.99,已上架,500000,2,0.00,5,0,0,0.00
16753,"Fashion plus size diamond pattern dress",女装/女装-裙子-连衣裙（Dresses）,273072,$28.99,$28.99,已上架,500000,0,0.00,3,0,0,0.00
16754,"Ethnic print loose strap dress",女装/女装-裙子-连衣裙（Dresses）,273073,$25.89,$25.89,已上架,599999,1,0.00,1,1,1,1.00
16752,"Ethnic print loose sexy big swing suspender dress",女装/女装-裙子-连衣裙（Dresses）,273063,$37.99,$37.99,已上架,600000,4,0.00,9,0,0,0.00
16750,"Ethnic print sexy lace-up V-neck slit dress",女装/女装-裙子-连衣裙（Dresses）,273059,$39.99,$39.99,已上架,600000,3,0.00,11,0,0,0.00
16751,"Ethnic print sexy tie V-neck split long sleeve dress",女装/女装-裙子-连衣裙（Dresses）,273060,$39.89,$39.89,已上架,1800000,2,0.00,6,0,0,0.00
16747,"National print retro square neck short sleeve dress",女装/女装-裙子-连衣裙（Dresses）,273061,$23.99,$23.99,已上架,600000,2,0.00,7,0,0,0.00
16748,"Women's African Print ERIN Short Sleeve Square Neck Dress",女装/女装-裙子-连衣裙（Dresses）,273066,$26.42,$26.42,已上架,600000,0,0.00,0,0,0,0.00
16749,"Women's African Print DARIA Long Sleeve Stand Collar Dress",女装/女装-裙子-连衣裙（Dresses）,273069,$27.14,$27.14,已上架,600000,0,0.00,1,0,0,0.00
16740,"Ethnic print elegant slim suspender dress",女装/女装-裙子-连衣裙（Dresses）,273062,$35.89,$35.89,已上架,600000,0,0.00,12,0,0,0.00
16745,"Women's African Print YEWANDE Yellow Short Sleeve Round Neck Dress",女装/女装-裙子-连衣裙（Dresses）,273068,$26.42,$26.42,已上架,600000,0,0.00,1,0,0,0.00
16741,"Ethnic print elegant loose irregular dress",女装/女装-裙子-连衣裙（Dresses）,273057,$35.99,$35.99,已上架,800000,0,0.00,5,0,0,0.00
16746,"Ladies African Print NOMSA Long Sleeve Off Shoulder Dress",女装/女装-裙子-连衣裙（Dresses）,273070,$27.14,$27.14,已上架,600000,0,0.00,2,0,0,0.00
16742,"Women's African Print TAKUNDA Short Sleeve Square Neck Dress",女装/女装-裙子-连衣裙（Dresses）,273067,$26.42,$26.42,已上架,600000,0,0.00,0,0,0,0.00
16743,"Retro ethnic print sexy elegant sleeveless dress",女装/女装-裙子-连衣裙（Dresses）,273071,$25.99,$25.99,已上架,400000,1,0.00,5,0,0,0.00
16744,"Women's African Print EMIOLA Puff Sleeve Round Neck Dress",女装/女装-裙子-连衣裙（Dresses）,273064,$29.99,$29.99,已上架,600000,0,0.00,2,0,0,0.00
16738,"Women's African Print AKWETE Stand Collar Button Dress",女装/女装-裙子-连衣裙（Dresses）,273058,$26.42,$26.42,已上架,600000,0,0.00,3,0,0,0.00
16739,"Women's African print ROMI short sleeve round neck dress",女装/女装-裙子-连衣裙（Dresses）,273065,$26.42,$26.42,已上架,600000,0,0.00,1,0,0,0.00
16737,"Women's African Printed AMARA Sling Dress",女装/女装-裙子-连衣裙（Dresses）,273055,$26.42,$26.42,已上架,600000,0,0.00,1,0,0,0.00
16735,"Ethnic style print elegant loose short sleeve dress",女装/女装-裙子-连衣裙（Dresses）,273049,$32.99,$32.99,已上架,600000,0,0.00,2,0,0,0.00
16736,"Ethnic print elegant split sleeveless dress",女装/女装-裙子-连衣裙（Dresses）,273056,$36.99,$36.99,已上架,600000,0,0.00,3,0,0,0.00
16724,"Women's African print OKAFOR off-shoulder dress",女装/女装-裙子-连衣裙（Dresses）,273052,$26.42,$26.42,已上架,599999,1,0.00,5,1,1,0.25
16730,"Ethnic print elegant split sleeveless dress",女装/女装-裙子-连衣裙（Dresses）,273054,$37.99,$37.99,已上架,600000,2,0.00,5,0,0,0.00
16725,"Women's African print CORA off-shoulder dress",女装/女装-裙子-连衣裙（Dresses）,273044,$26.42,$26.42,已上架,600000,1,0.00,2,0,0,0.00
16731,"Ethnic print sexy slim short sleeve dress",女装/女装-裙子-连衣裙（Dresses）,273048,$33.99,$33.99,已上架,600000,0,0.00,1,0,0,0.00
16726,"National Print Elegant Loose Vest Dress",女装/女装-裙子-连衣裙（Dresses）,273053,$37.98,$37.98,已上架,600000,5,0.00,22,0,0,0.00
16732,"Ethnic print loose long sleeve shirt dress",女装/女装-裙子-连衣裙（Dresses）,273046,$34.89,$34.89,已上架,600000,0,0.00,2,0,0,0.00
16727,"Women's African Print INDRA Off Shoulder Puff Sleeve Dress",女装/女装-裙子-连衣裙（Dresses）,273042,$29.99,$29.99,已上架,600000,0,0.00,3,0,0,0.00
16733,"Ethnic print slim V-neck long sleeve dress",女装/女装-裙子-连衣裙（Dresses）,273043,$35.99,$35.99,已上架,600000,0,0.00,4,0,0,0.00
16728,"Elegant loose V-neck dress with ethnic print",女装/女装-裙子-连衣裙（Dresses）,273051,$23.99,$23.99,已上架,600000,0,0.00,0,0,0,0.00
16723,"Women's African Print LEONA O Neck Puff Sleeve Dress",女装/女装-裙子-连衣裙（Dresses）,273047,$29.99,$29.99,已上架,600000,0,0.00,0,0,0,0.00
16734,"Ethnic print elegant loose long sleeve dress",女装/女装-裙子-连衣裙（Dresses）,273050,$35.89,$35.89,已上架,600000,1,0.00,3,0,0,0.00
16729,"Ethnic print slim V-neck short sleeve dress",女装/女装-裙子-连衣裙（Dresses）,273045,$37.99,$37.99,已上架,600000,1,0.00,17,0,0,0.00
16722,"Ethnic print irregular hem round neck long sleeve shirt",女装/女装-女上装-衬衫（Blouses）,262261,$31.99,$31.99,已上架,600000,6,0.00,31,0,0,0.00
16721,"Ethnic print irregular zipper short-sleeved shirt",女装/女装-女上装-衬衫（Blouses）,262262,$31.99,$31.99,已上架,599999,3,0.00,43,1,1,0.02
16720,"Women's African Print Mixed Color Sling Dress",女装/女装-裙子-连衣裙（Dresses）,248951,$26.42,$26.42,已上架,599999,4,0.00,20,1,1,0.05
